Material Code,Material Description,Plant,UOM,Line Number,Component Item Number,Material Description2,Material type,Component Quantity,Unit of Measure
50081462,B-5ML EX. RG WHITE (L-F)-GS,        BAIN,PC,1,50081461,B-5ML EX. RG WHITE (L-F)-NS,SFG,1,PC
50081463,B-5ML EX. RG WHITE (L-F)-ET,        BAIN,PC,1,50081461,B-5ML EX. RG WHITE (L-F)-NS,SFG,1,PC
50081464,B-5ML EX.RL WHITE (L-3020D)-NS,        BAIN,PC,1,50082182,LDPE: PURELL PE 3020 D,Raw material,2.8366,GM
50081464,B-5ML EX.RL WHITE (L-3020D)-NS,        BAIN,PC,2,50082194,MB: REMAFIN WHITE P7,Master batch,0.0579,GM
50081464,B-5ML EX.RL WHITE (L-3020D)-NS,        BAIN,PC,3,50081709,"18""X20"" GUSS. NAT 81.25mu",Polybag,0.004,PC
50081464,B-5ML EX.RL WHITE (L-3020D)-NS,        BAIN,PC,4,50081452,CB:585X337X425MM HF 13BS 3P PP,Carton box,0.000333,PC
50081465,B-5ML EX.RL WHITE (L-3020D)-GS,        BAIN,PC,1,50081464,B-5ML EX.RL WHITE (L-3020D)-NS,SFG,1,PC
50081466,B-5ML EX.RL WHITE (L-3020D)-ET,        BAIN,PC,1,50081464,B-5ML EX.RL WHITE (L-3020D)-NS,SFG,1,PC
50081467,B-30ML RG WHITE LOMISCO (L)-NS,        BAIN,PC,1,50082184,LDPE: PURELL PE 1810 E,Raw material,7.742,GM
50081467,B-30ML RG WHITE LOMISCO (L)-NS,        BAIN,PC,2,50082194,MB: REMAFIN WHITE P7,Master batch,0.158,GM
50081467,B-30ML RG WHITE LOMISCO (L)-NS,        BAIN,PC,3,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.001,PC
50081467,B-30ML RG WHITE LOMISCO (L)-NS,        BAIN,PC,4,50081452,CB:585X337X425MM HF 13BS 3P PP,Carton box,0.001,PC
50081468,B-10ML RG WHITE NEW (L-F)-NS,        BAIN,PC,1,50082198,LDPE: RELENE 22FA002,Raw material,3.5486,GM
50081468,B-10ML RG WHITE NEW (L-F)-NS,        BAIN,PC,2,50082194,MB: REMAFIN WHITE P7,Master batch,0.0724,GM
50081468,B-10ML RG WHITE NEW (L-F)-NS,        BAIN,PC,3,50081709,"18""X20"" GUSS. NAT 81.25mu",Polybag,0.004,PC
50081468,B-10ML RG WHITE NEW (L-F)-NS,        BAIN,PC,4,50081452,CB:585X337X425MM HF 13BS 3P PP,Carton box,0.0005,PC
50081469,B-10ML RG WHITE NEW (L-F)-GS,        BAIN,PC,1,50081468,B-10ML RG WHITE NEW (L-F)-NS,SFG,1,PC
50081470,"B-10ML""O""WHITE (1005FY20) -NS",        BAIN,PC,1,50082192,LDPE: RELENE 1005FY20,Raw material,3.528,GM
50081470,"B-10ML""O""WHITE (1005FY20) -NS",        BAIN,PC,2,50082194,MB: REMAFIN WHITE P7,Master batch,0.072,GM
50081470,"B-10ML""O""WHITE (1005FY20) -NS",        BAIN,PC,3,50081709,"18""X20"" GUSS. NAT 81.25mu",Polybag,0.002,PC
50081470,"B-10ML""O""WHITE (1005FY20) -NS",        BAIN,PC,4,50081452,CB:585X337X425MM HF 13BS 3P PP,Carton box,0.0005,PC
50081471,"B-10ML ""I"" WHITE (1005FY20)-NS",        BAIN,PC,1,50082192,LDPE: RELENE 1005FY20,Raw material,3.626,GM
50081471,"B-10ML ""I"" WHITE (1005FY20)-NS",        BAIN,PC,2,50082194,MB: REMAFIN WHITE P7,Master batch,0.074,GM
50081471,"B-10ML ""I"" WHITE (1005FY20)-NS",        BAIN,PC,3,50081709,"18""X20"" GUSS. NAT 81.25mu",Polybag,0.002,PC
50081471,"B-10ML ""I"" WHITE (1005FY20)-NS",        BAIN,PC,4,50081452,CB:585X337X425MM HF 13BS 3P PP,Carton box,0.0005,PC
50081472,B-10ML EX. RG WHITE (L-F)-GS,        BAIN,PC,1,50081474,B-10ML EX. RG WHITE (L-F)-NS,SFG,1,PC
50081473,B-10ML EX. RG WHITE (L-F)-ET,        BAIN,PC,1,50081474,B-10ML EX. RG WHITE (L-F)-NS,SFG,1,PC
50081474,B-10ML EX. RG WHITE (L-F)-NS,        BAIN,PC,1,50082198,LDPE: RELENE 22FA002,Raw material,3.459,GM
50081474,B-10ML EX. RG WHITE (L-F)-NS,        BAIN,PC,2,50082194,MB: REMAFIN WHITE P7,Master batch,0.0706,GM
50081474,B-10ML EX. RG WHITE (L-F)-NS,        BAIN,PC,3,50081709,"18""X20"" GUSS. NAT 81.25mu",Polybag,0.002,PC
50081474,B-10ML EX. RG WHITE (L-F)-NS,        BAIN,PC,4,50108243,CB:585X337X350MM HF 13BS 5P PP,Carton box,0.0005,PC
50081475,B-10ML EX.RL WHITE(L-3020)-NS,        BAIN,PC,1,50082182,LDPE: PURELL PE 3020 D,Raw material,3.4651,GM
50081475,B-10ML EX.RL WHITE(L-3020)-NS,        BAIN,PC,2,50082194,MB: REMAFIN WHITE P7,Master batch,0.0707,GM
50081475,B-10ML EX.RL WHITE(L-3020)-NS,        BAIN,PC,3,50081709,"18""X20"" GUSS. NAT 81.25mu",Polybag,0.004,PC
50081475,B-10ML EX.RL WHITE(L-3020)-NS,        BAIN,PC,4,50081452,CB:585X337X425MM HF 13BS 3P PP,Carton box,0.0005,PC
50081476,B-10ML EX.RL WHITE(L-3020)-GS,        BAIN,PC,1,50081475,B-10ML EX.RL WHITE(L-3020)-NS,SFG,1,PC
50081478,81.5 NS DTUBEASSY NAT 20ML-NS,        BAIN,PC,1,50081954,N-NASAL SPRAY OPEN NATURAL (L),SFG,1,PC
50081478,81.5 NS DTUBEASSY NAT 20ML-NS,        BAIN,PC,2,50081421,LDPE NAT. OD 3.05 X ID 0.70MM,Raw material,0.0815,MT
50081478,81.5 NS DTUBEASSY NAT 20ML-NS,        BAIN,PC,3,50081709,"18""X20"" GUSS. NAT 81.25mu",Polybag,0.0007,PC
50081478,81.5 NS DTUBEASSY NAT 20ML-NS,        BAIN,PC,4,50108243,CB:585X337X350MM HF 13BS 5P PP,Carton box,0.0001,PC
50081486,N-OPEN NS DTUBEASSY WHITE-NS,        BAIN,PC,1,50082046,N-OPEN NASAL SPRAY WHITE (L),SFG,1,PC
50081486,N-OPEN NS DTUBEASSY WHITE-NS,        BAIN,PC,2,50081421,LDPE NAT. OD 3.05 X ID 0.70MM,Raw material,0.0909,MT
50081486,N-OPEN NS DTUBEASSY WHITE-NS,        BAIN,PC,3,50081709,"18""X20"" GUSS. NAT 81.25mu",Polybag,0.0007,PC
50081486,N-OPEN NS DTUBEASSY WHITE-NS,        BAIN,PC,4,50108243,CB:585X337X350MM HF 13BS 5P PP,Carton box,0.0001,PC
50081487,N-BLOCK RL WHITE (22FA002)-NS,        BAIN,PC,1,50082198,LDPE: RELENE 22FA002,Raw material,0.588,GM
50081487,N-BLOCK RL WHITE (22FA002)-NS,        BAIN,PC,2,50082194,MB: REMAFIN WHITE P7,Master batch,0.012,GM
50081487,N-BLOCK RL WHITE (22FA002)-NS,        BAIN,PC,3,50081711,"12""X 16""  NATURAL 81.25mu",Polybag,0.001,PC
50081487,N-BLOCK RL WHITE (22FA002)-NS,        BAIN,PC,4,50081574,CB:580X332X420 MM FF PP,Carton box,0.00005,PC
50081488,N-BLOCK RL WHITE (22FA002)-GS,        BAIN,PC,1,50081487,N-BLOCK RL WHITE (22FA002)-NS,SFG,1,PC
50081489,N-BLOCK RG NATURAL (L-F)-NS,        BAIN,PC,1,50082198,LDPE: RELENE 22FA002,Raw material,0.62,GM
50081489,N-BLOCK RG NATURAL (L-F)-NS,        BAIN,PC,2,50081711,"12""X 16""  NATURAL 81.25mu",Polybag,0.0005,PC
50081489,N-BLOCK RG NATURAL (L-F)-NS,        BAIN,PC,3,50108242,CB:585X337X300MM HF 13BS 5P PP,Carton box,0.00005,PC
50081491,C-TAMPSAFE SS(R)U.YELLOW(H)-GS,        BAIN,PC,1,50081492,C-TAMPSAFE SS(R)U.YELLOW(H)-NS,SFG,1,PC
50081492,C-TAMPSAFE SS(R)U.YELLOW(H)-NS,        BAIN,PC,1,50082200,HDPE: RELENE E52009,Raw material,1.5974,GM
50081492,C-TAMPSAFE SS(R)U.YELLOW(H)-NS,        BAIN,PC,2,50082135,MB: REMAFIN YELLOW XI 0915,Master batch,0.0326,GM
50081492,C-TAMPSAFE SS(R)U.YELLOW(H)-NS,        BAIN,PC,3,50081709,"18""X20"" GUSS. NAT 81.25mu",Polybag,0.001,PC
50081492,C-TAMPSAFE SS(R)U.YELLOW(H)-NS,        BAIN,PC,4,50108242,CB:585X337X300MM HF 13BS 5P PP,Carton box,0.000167,PC
50081493,C-TAMPSAFE SS(R)G.YELLOW(H)-NS,        BAIN,PC,1,50082200,HDPE: RELENE E52009,Raw material,1.525,GM
50081493,C-TAMPSAFE SS(R)G.YELLOW(H)-NS,        BAIN,PC,2,50082102,MB: REMAFIN YELLOW 100757,Master batch,0.0311,GM
50081493,C-TAMPSAFE SS(R)G.YELLOW(H)-NS,        BAIN,PC,3,50081709,"18""X20"" GUSS. NAT 81.25mu",Polybag,0.001,PC
50081493,C-TAMPSAFE SS(R)G.YELLOW(H)-NS,        BAIN,PC,4,50081574,CB:580X332X420 MM FF PP,Carton box,0.000167,PC
50081494,C-TAMPSAFE RSP YELLOW(H)NEW-NS,        BAIN,PC,1,50082202,HDPE: PURELL GC7260,Raw material,2.231,GM
50081494,C-TAMPSAFE RSP YELLOW(H)NEW-NS,        BAIN,PC,2,50081956,MB YELLOW 1112013 PEHD GC7260,Master batch,0.069,GM
50081494,C-TAMPSAFE RSP YELLOW(H)NEW-NS,        BAIN,PC,3,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.003,PC
50081494,C-TAMPSAFE RSP YELLOW(H)NEW-NS,        BAIN,PC,4,50081575,CB:392X285X285 MM HF PP,Carton box,0.0005,PC
50081495,C-TAMPSAFE RSP YELLOW(H)NEW-GS,        BAIN,PC,1,50081494,C-TAMPSAFE RSP YELLOW(H)NEW-NS,SFG,1,PC
50081496,C-TAMPSAFE RSP YELLOW(H)NEW-ET,        BAIN,PC,1,50081494,C-TAMPSAFE RSP YELLOW(H)NEW-NS,SFG,1,PC
50081497,C-TAMPSAFE RSP TURQ.(H)NEW-NS,        BAIN,PC,1,50082202,HDPE: PURELL GC7260,Raw material,2.162,GM
50081497,C-TAMPSAFE RSP TURQ.(H)NEW-NS,        BAIN,PC,2,50082172,MB: TURQUOISE 7105101 PE,Master batch,0.138,GM
50081497,C-TAMPSAFE RSP TURQ.(H)NEW-NS,        BAIN,PC,3,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.003,PC
50081497,C-TAMPSAFE RSP TURQ.(H)NEW-NS,        BAIN,PC,4,50081575,CB:392X285X285 MM HF PP,Carton box,0.0005,PC
50081498,C-TAMPSAFE RSP TURQ.(H)NEW-GS,        BAIN,PC,1,50081497,C-TAMPSAFE RSP TURQ.(H)NEW-NS,SFG,1,PC
50081499,C-TAMPSAFE RSP TURQ.(H)NEW-ET,        BAIN,PC,1,50081497,C-TAMPSAFE RSP TURQ.(H)NEW-NS,SFG,1,PC
50081500,C-TAMPSAFE RSP TURQ.(H)-NS,        BAIN,PC,1,50082202,HDPE: PURELL GC7260,Raw material,2.106,GM
50081500,C-TAMPSAFE RSP TURQ.(H)-NS,        BAIN,PC,2,50082172,MB: TURQUOISE 7105101 PE,Master batch,0.1344,GM
50081500,C-TAMPSAFE RSP TURQ.(H)-NS,        BAIN,PC,3,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.003,PC
50081500,C-TAMPSAFE RSP TURQ.(H)-NS,        BAIN,PC,4,50081575,CB:392X285X285 MM HF PP,Carton box,0.0005,PC
50081501,C-TAMPSAFE RSP TURQ.(H)-GS,        BAIN,PC,1,50081500,C-TAMPSAFE RSP TURQ.(H)-NS,SFG,1,PC
50081502,C-TAMPSAFE RSP TURQ.(H)-ET,        BAIN,PC,1,50081500,C-TAMPSAFE RSP TURQ.(H)-NS,SFG,1,PC
50081503,C-TAMPSAFE RSP TANBR (H)-NS,        BAIN,PC,1,50082202,HDPE: PURELL GC7260,Raw material,2.162,GM
50081503,C-TAMPSAFE RSP TANBR (H)-NS,        BAIN,PC,2,50082150,MB TAN BROWN - 810560 PE,Master batch,0.138,GM
50081503,C-TAMPSAFE RSP TANBR (H)-NS,        BAIN,PC,3,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.003,PC
50081503,C-TAMPSAFE RSP TANBR (H)-NS,        BAIN,PC,4,50081575,CB:392X285X285 MM HF PP,Carton box,0.0005,PC
50081504,C-TAMPSAFE RSP TANBR NEW(H)-GS,        BAIN,PC,1,50081503,C-TAMPSAFE RSP TANBR (H)-NS,SFG,1,PC
50081505,C-TAMPSAFE RSP TANBR NEW(H)-ET,        BAIN,PC,1,50081503,C-TAMPSAFE RSP TANBR (H)-NS,SFG,1,PC
50081506,C-TAMPSAFE RSP TANBR (H)-NS,        BAIN,PC,1,50082202,HDPE: PURELL GC7260,Raw material,2.092,GM
50081506,C-TAMPSAFE RSP TANBR (H)-NS,        BAIN,PC,2,50082150,MB TAN BROWN - 810560 PE,Master batch,0.1335,GM
50081506,C-TAMPSAFE RSP TANBR (H)-NS,        BAIN,PC,3,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.003,PC
50081506,C-TAMPSAFE RSP TANBR (H)-NS,        BAIN,PC,4,50081575,CB:392X285X285 MM HF PP,Carton box,0.0005,PC
50081507,C-TAMPSAFE RSP TANBR (H)-GS,        BAIN,PC,1,50081506,C-TAMPSAFE RSP TANBR (H)-NS,SFG,1,PC
50081508,C-TAMPSAFE RSP TANBR (H)-ET,        BAIN,PC,1,50081506,C-TAMPSAFE RSP TANBR (H)-NS,SFG,1,PC
50081509,C-TAMPSAFE RSP PUR.NEW(H)-NS,        BAIN,PC,1,50082202,HDPE: PURELL GC7260,Raw material,2.162,GM
50081509,C-TAMPSAFE RSP PUR.NEW(H)-NS,        BAIN,PC,2,50082191,MB:PURPLE 510520 PE,Master batch,0.138,GM
50081509,C-TAMPSAFE RSP PUR.NEW(H)-NS,        BAIN,PC,3,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.003,PC
50081509,C-TAMPSAFE RSP PUR.NEW(H)-NS,        BAIN,PC,4,50081575,CB:392X285X285 MM HF PP,Carton box,0.0005,PC
50081510,C-TAMPSAFE RSP PUR.NEW(H)-GS,        BAIN,PC,1,50081509,C-TAMPSAFE RSP PUR.NEW(H)-NS,SFG,1,PC
50081511,C-TAMPSAFE RSP PUR.NEW(H)-ET,        BAIN,PC,1,50081509,C-TAMPSAFE RSP PUR.NEW(H)-NS,SFG,1,PC
50081512,CR-38MM HS130/020 WLP BLK,        BAIN,PC,1,50082144,38MM INNER CAPS NATURAL,SFG,1,PC
50081512,CR-38MM HS130/020 WLP BLK,        BAIN,PC,2,50082177,38MM OUTER CAPS WHITE,SFG,1,PC
50081512,CR-38MM HS130/020 WLP BLK,        BAIN,PC,3,50081397,"HS130 0.020"" WLP BLK 5.75""",Liner,0.0111,YD
50081512,CR-38MM HS130/020 WLP BLK,        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0005,PC
50081512,CR-38MM HS130/020 WLP BLK,        BAIN,PC,5,50081451,CB:585X337X425MM HF 17BS 3P PP,Carton box,0.0005,PC
50081512,CR-38MM HS130/020 WLP BLK,        BAIN,PC,6,50081573,CB:584X394X338 MM HF PP,Carton box,0.0005,PC
50081513,CR-38MM HS 130/0.035 WLP BLK,        BAIN,PC,1,50082144,38MM INNER CAPS NATURAL,SFG,1,PC
50081513,CR-38MM HS 130/0.035 WLP BLK,        BAIN,PC,2,50082177,38MM OUTER CAPS WHITE,SFG,1,PC
50081513,CR-38MM HS 130/0.035 WLP BLK,        BAIN,PC,3,50081480,HS 130/0.035 WLP BLK 5.75”,Liner,0.0111,YD
50081513,CR-38MM HS 130/0.035 WLP BLK,        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0005,PC
50081513,CR-38MM HS 130/0.035 WLP BLK,        BAIN,PC,5,50081451,CB:585X337X425MM HF 17BS 3P PP,Carton box,0.0005,PC
50081513,CR-38MM HS 130/0.035 WLP BLK,        BAIN,PC,6,50081573,CB:584X394X338 MM HF PP,Carton box,0.0005,PC
50081514,CR-38MM BLUE2945C HS123/035BLK,        BAIN,PC,1,50082144,38MM INNER CAPS NATURAL,SFG,1,PC
50081514,CR-38MM BLUE2945C HS123/035BLK,        BAIN,PC,2,50081995,38MM OUTER CAPS BLUE (2945C),SFG,1,PC
50081514,CR-38MM BLUE2945C HS123/035BLK,        BAIN,PC,3,50081752,HS123/0.035 SFYP BLK 5.75”,Liner,0.0111,YD
50081514,CR-38MM BLUE2945C HS123/035BLK,        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0005,PC
50081514,CR-38MM BLUE2945C HS123/035BLK,        BAIN,PC,5,50081451,CB:585X337X425MM HF 17BS 3P PP,Carton box,0.0005,PC
50081514,CR-38MM BLUE2945C HS123/035BLK,        BAIN,PC,6,50081573,CB:584X394X338 MM HF PP,Carton box,0.0005,PC
50081515,CR-38MM BLUE 0.035 SG100 PLAIN,        BAIN,PC,1,50082144,38MM INNER CAPS NATURAL,SFG,1,PC
50081515,CR-38MM BLUE 0.035 SG100 PLAIN,        BAIN,PC,2,50082033,38MM OUTER CAPS BLUE(466276),SFG,1,PC
50081515,CR-38MM BLUE 0.035 SG100 PLAIN,        BAIN,PC,3,50081888,"0.035 PULP SG100 PLAIN 5.75""",Liner,0.0111,YD
50081515,CR-38MM BLUE 0.035 SG100 PLAIN,        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0005,PC
50081515,CR-38MM BLUE 0.035 SG100 PLAIN,        BAIN,PC,5,50081451,CB:585X337X425MM HF 17BS 3P PP,Carton box,0.0005,PC
50081515,CR-38MM BLUE 0.035 SG100 PLAIN,        BAIN,PC,6,50081573,CB:584X394X338 MM HF PP,Carton box,0.0005,PC
50081516,CR-33MM HS 205/035 WLP PLAIN,        BAIN,PC,1,50082145,33MM INNER CAPS NATURAL,SFG,1,PC
50081516,CR-33MM HS 205/035 WLP PLAIN,        BAIN,PC,2,50082178,33MM OUTER CAPS WHITE,SFG,1,PC
50081516,CR-33MM HS 205/035 WLP PLAIN,        BAIN,PC,3,50081396,"HS205/.035"" PULP PLAIN- 4.375""",Liner,0.01,YD
50081516,CR-33MM HS 205/035 WLP PLAIN,        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0005,PC
50081516,CR-33MM HS 205/035 WLP PLAIN,        BAIN,PC,5,50081451,CB:585X337X425MM HF 17BS 3P PP,Carton box,0.0004,PC
50081516,CR-33MM HS 205/035 WLP PLAIN,        BAIN,PC,6,50081573,CB:584X394X338 MM HF PP,Carton box,0.0004,PC
50081517,CR-33MM BLUE2945C HS123/035BLK,        BAIN,PC,1,50082145,33MM INNER CAPS NATURAL,SFG,1,PC
50081517,CR-33MM BLUE2945C HS123/035BLK,        BAIN,PC,2,50081997,33MM OUTER CAPS BLUE (2945C),SFG,1,PC
50081517,CR-33MM BLUE2945C HS123/035BLK,        BAIN,PC,3,50081753,HS123/0.035 SFYP BLK 5.06”,Liner,0.01,YD
50081517,CR-33MM BLUE2945C HS123/035BLK,        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0005,PC
50081517,CR-33MM BLUE2945C HS123/035BLK,        BAIN,PC,5,50081451,CB:585X337X425MM HF 17BS 3P PP,Carton box,0.0004,PC
50081517,CR-33MM BLUE2945C HS123/035BLK,        BAIN,PC,6,50081573,CB:584X394X338 MM HF PP,Carton box,0.0004,PC
50081518,CR-33MM BLUE .035 SG-100 PLAIN,        BAIN,PC,1,50082145,33MM INNER CAPS NATURAL,SFG,1,PC
50081518,CR-33MM BLUE .035 SG-100 PLAIN,        BAIN,PC,2,50082034,33MM OUTER CAPS BLUE(466276),SFG,1,PC
50081518,CR-33MM BLUE .035 SG-100 PLAIN,        BAIN,PC,3,50081888,"0.035 PULP SG100 PLAIN 5.75""",Liner,0.01,YD
50081518,CR-33MM BLUE .035 SG-100 PLAIN,        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0005,PC
50081518,CR-33MM BLUE .035 SG-100 PLAIN,        BAIN,PC,5,50081451,CB:585X337X425MM HF 17BS 3P PP,Carton box,0.0004,PC
50081518,CR-33MM BLUE .035 SG-100 PLAIN,        BAIN,PC,6,50081573,CB:584X394X338 MM HF PP,Carton box,0.0004,PC
50081519,CR-33MM(RIL)HS123/035 BLK,        BAIN,PC,1,50081590,33MM INNER CAPS NAT.(H110MA),SFG,1,PC
50081519,CR-33MM(RIL)HS123/035 BLK,        BAIN,PC,2,50081703,33MM OUTER WHITE CAPS (H110MA),SFG,1,PC
50081519,CR-33MM(RIL)HS123/035 BLK,        BAIN,PC,3,50081753,HS123/0.035 SFYP BLK 5.06”,Liner,0.01,YD
50081519,CR-33MM(RIL)HS123/035 BLK,        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0005,PC
50081519,CR-33MM(RIL)HS123/035 BLK,        BAIN,PC,5,50081451,CB:585X337X425MM HF 17BS 3P PP,Carton box,0.0004,PC
50081519,CR-33MM(RIL)HS123/035 BLK,        BAIN,PC,6,50081573,CB:584X394X338 MM HF PP,Carton box,0.0004,PC
50081520,CR-28MM035FOAM FSLE1-13(PLAIN),        BAIN,PC,1,50102096,28MM INNER CAPS NATURAL (MAS),SFG,1,PC
50081520,CR-28MM035FOAM FSLE1-13(PLAIN),        BAIN,PC,2,50102095,28MM OUTER CAPS WHITE (MAS),SFG,1,PC
50081520,CR-28MM035FOAM FSLE1-13(PLAIN),        BAIN,PC,3,50081399,"0.035FOAM FSLE1-13 PLAIN4.375""",Liner,0.0083,YD
50081520,CR-28MM035FOAM FSLE1-13(PLAIN),        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0003,PC
50081520,CR-28MM035FOAM FSLE1-13(PLAIN),        BAIN,PC,5,50081451,CB:585X337X425MM HF 17BS 3P PP,Carton box,0.000333,PC
50081520,CR-28MM035FOAM FSLE1-13(PLAIN),        BAIN,PC,6,50082379,"0.035 C25FSLE 1-13PLAIN 4.375""",Liner,0.0083,YD
50081520,CR-28MM035FOAM FSLE1-13(PLAIN),        BAIN,PC,7,50081573,CB:584X394X338 MM HF PP,Carton box,0.000333,PC
50081521,CR-33MM HS123/035 WHITE,        BAIN,PC,1,50082145,33MM INNER CAPS NATURAL,SFG,1,PC
50081521,CR-33MM HS123/035 WHITE,        BAIN,PC,2,50082178,33MM OUTER CAPS WHITE,SFG,1,PC
50081521,CR-33MM HS123/035 WHITE,        BAIN,PC,3,50081751,HS123/0.035 SFYP WHITE 5.06”,Liner,0.01,YD
50081521,CR-33MM HS123/035 WHITE,        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0005,PC
50081521,CR-33MM HS123/035 WHITE,        BAIN,PC,5,50081451,CB:585X337X425MM HF 17BS 3P PP,Carton box,0.0004,PC
50081521,CR-33MM HS123/035 WHITE,        BAIN,PC,6,50081573,CB:584X394X338 MM HF PP,Carton box,0.0004,PC
50081522,CR-33MM HS 123/035- PRTD BLK,        BAIN,PC,1,50082145,33MM INNER CAPS NATURAL,SFG,1,PC
50081522,CR-33MM HS 123/035- PRTD BLK,        BAIN,PC,2,50082178,33MM OUTER CAPS WHITE,SFG,1,PC
50081522,CR-33MM HS 123/035- PRTD BLK,        BAIN,PC,3,50081753,HS123/0.035 SFYP BLK 5.06”,Liner,0.01,YD
50081522,CR-33MM HS 123/035- PRTD BLK,        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0005,PC
50081522,CR-33MM HS 123/035- PRTD BLK,        BAIN,PC,5,50081451,CB:585X337X425MM HF 17BS 3P PP,Carton box,0.0004,PC
50081522,CR-33MM HS 123/035- PRTD BLK,        BAIN,PC,6,50081573,CB:584X394X338 MM HF PP,Carton box,0.0004,PC
50081523,CR-33MM HS123/.020 BLK,        BAIN,PC,1,50082145,33MM INNER CAPS NATURAL,SFG,1,PC
50081523,CR-33MM HS123/.020 BLK,        BAIN,PC,2,50082178,33MM OUTER CAPS WHITE,SFG,1,PC
50081523,CR-33MM HS123/.020 BLK,        BAIN,PC,3,50081757,HS123/0.020 SFYP BLK 5.06”,Liner,0.01,YD
50081523,CR-33MM HS123/.020 BLK,        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0005,PC
50081523,CR-33MM HS123/.020 BLK,        BAIN,PC,5,50081451,CB:585X337X425MM HF 17BS 3P PP,Carton box,0.0004,PC
50081523,CR-33MM HS123/.020 BLK,        BAIN,PC,6,50081573,CB:584X394X338 MM HF PP,Carton box,0.0004,PC
50081524,CR-28MM HS 225 TG II TSUNIPEEL,        BAIN,PC,1,50082180,28MM INNER CAPS NATURAL,SFG,1,PC
50081524,CR-28MM HS 225 TG II TSUNIPEEL,        BAIN,PC,2,50082179,28MM OUTER CAPS WHITE,SFG,1,PC
50081524,CR-28MM HS 225 TG II TSUNIPEEL,        BAIN,PC,3,50081395,"HS225 TG II TS 4.375""",Liner,0.0083,YD
50081524,CR-28MM HS 225 TG II TSUNIPEEL,        BAIN,PC,4,50081707,"38""X34"" GUSS. NAT 81.25mu",Polybag,0.0003,PC
50081524,CR-28MM HS 225 TG II TSUNIPEEL,        BAIN,PC,5,50081451,CB:585X337X425MM HF 17BS 3P PP,Carton box,0.000333,PC
50081524,CR-28MM HS 225 TG II TSUNIPEEL,        BAIN,PC,6,50081573,CB:584X394X338 MM HF PP,Carton box,0.000333,PC
50081531,B-5ML RG WHITE (L-F) DS-NS,        BAIN,PC,1,50082198,LDPE: RELENE 22FA002,Raw material,2.842,GM
50081531,B-5ML RG WHITE (L-F) DS-NS,        BAIN,PC,2,50082194,MB: REMAFIN WHITE P7,Master batch,0.058,GM
50081531,B-5ML RG WHITE (L-F) DS-NS,        BAIN,PC,3,50081710,"18""X17"" GUSS. NAT 81.25mu",Polybag,0.004,PC
50081531,B-5ML RG WHITE (L-F) DS-NS,        BAIN,PC,4,50081452,CB:585X337X425MM HF 13BS 3P PP,Carton box,0.000333,PC
50081532,B-5ML RG WHITE (L-F) DS-ET,        BAIN,PC,1,50081531,B-5ML RG WHITE (L-F) DS-NS,SFG,1,PC
50081533,"B-10ML ""I"" NAT. POP LOGO(L)-NS",        BAIN,PC,1,50082183,LDPE: PURELL PE 1840 H,Raw material,3.7,GM
50081533,"B-10ML ""I"" NAT. POP LOGO(L)-NS",        BAIN,PC,2,50081709,"18""X20"" GUSS. NAT 81.25mu",Polybag,0.002,PC
50081533,"B-10ML ""I"" NAT. POP LOGO(L)-NS",        BAIN,PC,3,50081452,CB:585X337X425MM HF 13BS 3P PP,Carton box,0.0005,PC
50081534,"B-10ML ""I"" NAT. POP LOGO(L)-GS",        BAIN,PC,1,50081533,"B-10ML ""I"" NAT. POP LOGO(L)-NS",SFG,1,PC
50081535,"B-10ML ""I"" NAT. POP LOGO(L)-ET",        BAIN,PC,2,50081533,"B-10ML ""I"" NAT. POP LOGO(L)-NS",SFG,1,PC
50081536,B-10ML EX.RL O. GREEN (L)-NS,        BAIN,PC,1,50082184,LDPE: PURELL PE 1810 E,Raw material,3.4374,GM
50081536,B-10ML EX.RL O. GREEN (L)-NS,        BAIN,PC,2,50082152,MB:REMAFIN GREEN 91151,Master batch,0.0702,GM
